"","Province_State","Date","Confirmed","Deaths","confirmed_changes","death_changes"
"1259","Colorado",2020-05-31,3258,120,34,0
"1260","Colorado",2020-06-01,3291,123,33,3
"1261","Colorado",2020-06-02,3338,125,47,2
"1262","Colorado",2020-06-03,3379,127,41,2
"1263","Colorado",2020-06-04,3458,130,79,3
"1264","Colorado",2020-06-05,3515,135,57,5
"1265","Colorado",2020-06-06,3552,136,37,1
"1266","Colorado",2020-06-07,3575,136,23,0
"1267","Colorado",2020-06-08,3605,138,30,2
"1268","Colorado",2020-06-09,3627,140,22,2
"1269","Colorado",2020-06-10,3643,143,16,3
"1270","Colorado",2020-06-11,3663,143,20,0
"1271","Colorado",2020-06-12,3698,143,35,0
"1272","Colorado",2020-06-13,3729,144,31,1
"1273","Colorado",2020-06-14,3743,144,14,0
"1274","Colorado",2020-06-15,3759,144,16,0
"1275","Colorado",2020-06-16,3771,146,12,2
"1276","Colorado",2020-06-17,3791,149,20,3
"1277","Colorado",2020-06-18,3819,149,28,0
"1278","Colorado",2020-06-19,3852,150,33,1
"1279","Colorado",2020-06-20,3872,152,20,2
"1280","Colorado",2020-06-21,3909,152,37,0
"1281","Colorado",2020-06-22,3932,153,23,1
"1282","Colorado",2020-06-23,3941,154,9,1
"1283","Colorado",2020-06-24,3971,154,30,0
"1284","Colorado",2020-06-25,4013,154,42,0
"1285","Colorado",2020-06-26,4058,154,45,0
"1286","Colorado",2020-06-27,4093,154,35,0
"1287","Colorado",2020-06-28,4148,154,55,0
"1288","Colorado",2020-06-29,4170,155,22,1
"1289","Colorado",2020-06-30,4185,155,15,0
"1290","Colorado",2020-07-01,4226,156,41,1
"1291","Colorado",2020-07-02,4267,156,41,0
"1292","Colorado",2020-07-03,4287,156,20,0
"1293","Colorado",2020-07-04,4322,156,35,0
"1294","Colorado",2020-07-05,4362,156,40,0
"1295","Colorado",2020-07-06,4400,156,38,0
"1296","Colorado",2020-07-07,4478,156,78,0
"1297","Colorado",2020-07-08,4546,156,68,0
"1298","Colorado",2020-07-09,4588,156,42,0
"1299","Colorado",2020-07-10,4669,157,81,1
"1300","Colorado",2020-07-11,4719,158,50,1
"1301","Colorado",2020-07-12,4757,158,38,0
"1302","Colorado",2020-07-13,4788,158,31,0
"1303","Colorado",2020-07-14,4847,159,59,1
"1304","Colorado",2020-07-15,4916,159,69,0
"1305","Colorado",2020-07-16,4972,159,56,0
"1306","Colorado",2020-07-17,5024,161,52,2
"1307","Colorado",2020-07-18,5058,161,34,0
"1308","Colorado",2020-07-19,5094,161,36,0
"1309","Colorado",2020-07-20,5133,163,39,2
"1310","Colorado",2020-07-21,5184,163,51,0
"1311","Colorado",2020-07-22,5248,164,64,1
"1312","Colorado",2020-07-23,5312,167,64,3
"1313","Colorado",2020-07-24,5433,167,121,0
"1314","Colorado",2020-07-25,5535,167,102,0
"1315","Colorado",2020-07-26,5587,167,52,0
"1316","Colorado",2020-07-27,5626,167,39,0
"1317","Connecticut",2020-01-22,0,0,0,0
"1318","Connecticut",2020-01-23,0,0,0,0
"1319","Connecticut",2020-01-24,0,0,0,0
"1320","Connecticut",2020-01-25,0,0,0,0
"1321","Connecticut",2020-01-26,0,0,0,0
"1322","Connecticut",2020-01-27,0,0,0,0
"1323","Connecticut",2020-01-28,0,0,0,0
"1324","Connecticut",2020-01-29,0,0,0,0
"1325","Connecticut",2020-01-30,0,0,0,0
"1326","Connecticut",2020-01-31,0,0,0,0
"1327","Connecticut",2020-02-01,0,0,0,0
"1328","Connecticut",2020-02-02,0,0,0,0
"1329","Connecticut",2020-02-03,0,0,0,0
"1330","Connecticut",2020-02-04,0,0,0,0
"1331","Connecticut",2020-02-05,0,0,0,0
"1332","Connecticut",2020-02-06,0,0,0,0
"1333","Connecticut",2020-02-07,0,0,0,0
"1334","Connecticut",2020-02-08,0,0,0,0
"1335","Connecticut",2020-02-09,0,0,0,0
"1336","Connecticut",2020-02-10,0,0,0,0
"1337","Connecticut",2020-02-11,0,0,0,0
"1338","Connecticut",2020-02-12,0,0,0,0
"1339","Connecticut",2020-02-13,0,0,0,0
"1340","Connecticut",2020-02-14,0,0,0,0
"1341","Connecticut",2020-02-15,0,0,0,0
"1342","Connecticut",2020-02-16,0,0,0,0
"1343","Connecticut",2020-02-17,0,0,0,0
"1344","Connecticut",2020-02-18,0,0,0,0
"1345","Connecticut",2020-02-19,0,0,0,0
"1346","Connecticut",2020-02-20,0,0,0,0
"1347","Connecticut",2020-02-21,0,0,0,0
"1348","Connecticut",2020-02-22,0,0,0,0
"1349","Connecticut",2020-02-23,0,0,0,0
"1350","Connecticut",2020-02-24,0,0,0,0
"1351","Connecticut",2020-02-25,0,0,0,0
"1352","Connecticut",2020-02-26,0,0,0,0
"1353","Connecticut",2020-02-27,0,0,0,0
"1354","Connecticut",2020-02-28,0,0,0,0
"1355","Connecticut",2020-02-29,0,0,0,0
"1356","Connecticut",2020-03-01,0,0,0,0
"1357","Connecticut",2020-03-02,0,0,0,0
"1358","Connecticut",2020-03-03,0,0,0,0
"1359","Connecticut",2020-03-04,0,0,0,0
"1360","Connecticut",2020-03-05,0,0,0,0
"1361","Connecticut",2020-03-06,0,0,0,0
"1362","Connecticut",2020-03-07,0,0,0,0
"1363","Connecticut",2020-03-08,0,0,0,0
"1364","Connecticut",2020-03-09,0,0,0,0
"1365","Connecticut",2020-03-10,1,0,1,0
"1366","Connecticut",2020-03-11,2,0,1,0
"1367","Connecticut",2020-03-12,4,0,2,0
"1368","Connecticut",2020-03-13,8,0,4,0
"1369","Connecticut",2020-03-14,15,0,7,0
"1370","Connecticut",2020-03-15,15,0,0,0
"1371","Connecticut",2020-03-16,29,0,14,0
"1372","Connecticut",2020-03-17,48,0,19,0
"1373","Connecticut",2020-03-18,69,1,21,1
"1374","Connecticut",2020-03-19,102,3,33,2
"1375","Connecticut",2020-03-20,122,4,20,1
"1376","Connecticut",2020-03-21,122,4,0,0
"1377","Connecticut",2020-03-22,208,5,86,1
"1378","Connecticut",2020-03-23,270,6,62,1
"1379","Connecticut",2020-03-24,384,7,114,1
"1380","Connecticut",2020-03-25,546,12,162,5
"1381","Connecticut",2020-03-26,607,13,61,1
"1382","Connecticut",2020-03-27,752,15,145,2
"1383","Connecticut",2020-03-28,908,20,156,5
"1384","Connecticut",2020-03-29,1245,21,337,1
"1385","Connecticut",2020-03-30,1445,21,200,0
"1386","Connecticut",2020-03-31,1870,38,425,17
"1387","Connecticut",2020-04-01,1986,46,116,8
"1388","Connecticut",2020-04-02,2132,65,146,19
"1389","Connecticut",2020-04-03,2716,75,584,10
"1390","Connecticut",2020-04-04,2824,86,108,11
"1391","Connecticut",2020-04-05,3050,96,226,10
"1392","Connecticut",2020-04-06,3719,101,669,5
"1393","Connecticut",2020-04-07,4136,132,417,31
"1394","Connecticut",2020-04-08,4136,132,0,0
"1395","Connecticut",2020-04-09,4882,178,746,46
"1396","Connecticut",2020-04-10,5180,203,298,25
"1397","Connecticut",2020-04-11,5407,220,227,17
"1398","Connecticut",2020-04-12,5534,248,127,28
"1399","Connecticut",2020-04-13,6004,262,470,14
"1400","Connecticut",2020-04-14,6213,287,209,25
"1401","Connecticut",2020-04-15,6480,365,267,78
"1402","Connecticut",2020-04-16,6816,406,336,41
"1403","Connecticut",2020-04-17,7146,425,330,19
"1404","Connecticut",2020-04-18,7363,432,217,7
"1405","Connecticut",2020-04-19,7434,447,71,15
"1406","Connecticut",2020-04-20,8320,512,886,65
"1407","Connecticut",2020-04-21,8472,544,152,32
"1408","Connecticut",2020-04-22,9883,584,1411,40
"1409","Connecticut",2020-04-23,10008,615,125,31
"1410","Connecticut",2020-04-24,10227,662,219,47
"1411","Connecticut",2020-04-25,10373,689,146,27
"1412","Connecticut",2020-04-26,10529,707,156,18
"1413","Connecticut",2020-04-27,10763,727,234,20
"1414","Connecticut",2020-04-28,10874,747,111,20
"1415","Connecticut",2020-04-29,10985,774,111,27
"1416","Connecticut",2020-04-30,11294,810,309,36
"1417","Connecticut",2020-05-01,11612,839,318,29
"1418","Connecticut",2020-05-02,11801,865,189,26
"1419","Connecticut",2020-05-03,11801,865,0,0
"1420","Connecticut",2020-05-04,12245,910,444,45
"1421","Connecticut",2020-05-05,12360,935,115,25
"1422","Connecticut",2020-05-06,12455,952,95,17
"1423","Connecticut",2020-05-07,12679,977,224,25
"1424","Connecticut",2020-05-08,12879,1006,200,29
"1425","Connecticut",2020-05-09,13030,1017,151,11
"1426","Connecticut",2020-05-10,13236,1024,206,7
"1427","Connecticut",2020-05-11,13312,1034,76,10
"1428","Connecticut",2020-05-12,13488,1046,176,12
"1429","Connecticut",2020-05-13,13636,1068,148,22
"1430","Connecticut",2020-05-14,13836,1093,200,25
"1431","Connecticut",2020-05-15,14009,1109,173,16
"1432","Connecticut",2020-05-16,14140,1125,131,16
"1433","Connecticut",2020-05-17,14248,1146,108,21
"1434","Connecticut",2020-05-18,14439,1153,191,7
"1435","Connecticut",2020-05-19,14522,1160,83,7
"1436","Connecticut",2020-05-20,14719,1167,197,7
"1437","Connecticut",2020-05-21,14751,1180,32,13
"1438","Connecticut",2020-05-22,14889,1195,138,15
"1439","Connecticut",2020-05-23,14989,1208,100,13
"1440","Connecticut",2020-05-24,15114,1215,125,7
"1441","Connecticut",2020-05-25,15213,1221,99,6
"1442","Connecticut",2020-05-26,15355,1231,142,10
"1443","Connecticut",2020-05-27,15314,1242,0,11
"1444","Connecticut",2020-05-28,15353,1246,39,4
"1445","Connecticut",2020-05-29,15409,1257,56,11
"1446","Connecticut",2020-05-30,15502,1267,93,10
"1447","Connecticut",2020-05-31,15549,1277,47,10
"1448","Connecticut",2020-06-01,15709,1288,160,11
"1449","Connecticut",2020-06-02,15776,1287,67,0
"1450","Connecticut",2020-06-03,15789,1289,13,2
"1451","Connecticut",2020-06-04,15843,1293,54,4
"1452","Connecticut",2020-06-05,15914,1304,71,11
"1453","Connecticut",2020-06-06,16020,1309,106,5
"1454","Connecticut",2020-06-07,16056,1312,36,3
"1455","Connecticut",2020-06-08,16092,1316,36,4
"1456","Connecticut",2020-06-09,16108,1319,16,3
"1457","Connecticut",2020-06-10,16134,1321,26,2
"1458","Connecticut",2020-06-11,16155,1333,21,12
"1459","Connecticut",2020-06-12,16178,1337,23,4
"1460","Connecticut",2020-06-13,16277,1345,99,8
"1461","Connecticut",2020-06-14,16306,1346,29,1
"1462","Connecticut",2020-06-15,16338,1347,32,1
"1463","Connecticut",2020-06-16,16359,1350,21,3
"1464","Connecticut",2020-06-17,16381,1352,22,2
"1465","Connecticut",2020-06-18,16398,1352,17,0
"1466","Connecticut",2020-06-19,16425,1355,27,3
"1467","Connecticut",2020-06-20,16469,1361,44,6
"1468","Connecticut",2020-06-21,16475,1361,6,0
"1469","Connecticut",2020-06-22,16483,1362,8,1
"1470","Connecticut",2020-06-23,16522,1367,39,5
"1471","Connecticut",2020-06-24,16527,1370,5,3
"1472","Connecticut",2020-06-25,16547,1373,20,3
"1473","Connecticut",2020-06-26,16564,1375,17,2
"1474","Connecticut",2020-06-27,16606,1375,42,0
"1475","Connecticut",2020-06-28,16633,1375,27,0
"1476","Connecticut",2020-06-29,16664,1376,31,1
"1477","Connecticut",2020-06-30,16703,1376,39,0
"1478","Connecticut",2020-07-01,16717,1376,14,0
"1479","Connecticut",2020-07-02,16733,1376,16,0
"1480","Connecticut",2020-07-03,16757,1377,24,1
"1481","Connecticut",2020-07-04,16757,1377,0,0
"1482","Connecticut",2020-07-05,16757,1377,0,0
"1483","Connecticut",2020-07-06,16823,1377,66,0
"1484","Connecticut",2020-07-07,16837,1377,14,0
"1485","Connecticut",2020-07-08,16859,1378,22,1
"1486","Connecticut",2020-07-09,16886,1380,27,2
"1487","Connecticut",2020-07-10,16906,1380,20,0
"1488","Connecticut",2020-07-11,16906,1380,0,0
"1489","Connecticut",2020-07-12,16906,1380,0,0
"1490","Connecticut",2020-07-13,16954,1385,48,5
"1491","Connecticut",2020-07-14,16960,1385,6,0
"1492","Connecticut",2020-07-15,16993,1387,33,2
"1493","Connecticut",2020-07-16,17027,1391,34,4
"1494","Connecticut",2020-07-17,17069,1395,42,4
"1495","Connecticut",2020-07-18,17069,1395,0,0
"1496","Connecticut",2020-07-19,17069,1395,0,0
"1497","Connecticut",2020-07-20,17112,1399,43,4
"1498","Connecticut",2020-07-21,17123,1399,11,0
"1499","Connecticut",2020-07-22,17164,1399,41,0
"1500","Connecticut",2020-07-23,17184,1401,20,2
"1501","Connecticut",2020-07-24,17421,1402,237,1
"1502","Connecticut",2020-07-25,17421,1402,0,0
"1503","Connecticut",2020-07-26,17421,1402,0,0
"1504","Connecticut",2020-07-27,17459,1402,38,0
"1505","Delaware",2020-01-22,0,0,0,0
"1506","Delaware",2020-01-23,0,0,0,0
"1507","Delaware",2020-01-24,0,0,0,0
"1508","Delaware",2020-01-25,0,0,0,0
"1509","Delaware",2020-01-26,0,0,0,0
"1510","Delaware",2020-01-27,0,0,0,0
"1511","Delaware",2020-01-28,0,0,0,0
"1512","Delaware",2020-01-29,0,0,0,0
"1513","Delaware",2020-01-30,0,0,0,0
"1514","Delaware",2020-01-31,0,0,0,0
"1515","Delaware",2020-02-01,0,0,0,0
"1516","Delaware",2020-02-02,0,0,0,0
"1517","Delaware",2020-02-03,0,0,0,0
"1518","Delaware",2020-02-04,0,0,0,0
"1519","Delaware",2020-02-05,0,0,0,0
"1520","Delaware",2020-02-06,0,0,0,0
"1521","Delaware",2020-02-07,0,0,0,0
"1522","Delaware",2020-02-08,0,0,0,0
"1523","Delaware",2020-02-09,0,0,0,0
"1524","Delaware",2020-02-10,0,0,0,0
"1525","Delaware",2020-02-11,0,0,0,0
"1526","Delaware",2020-02-12,0,0,0,0
"1527","Delaware",2020-02-13,0,0,0,0
"1528","Delaware",2020-02-14,0,0,0,0
"1529","Delaware",2020-02-15,0,0,0,0
"1530","Delaware",2020-02-16,0,0,0,0
"1531","Delaware",2020-02-17,0,0,0,0
"1532","Delaware",2020-02-18,0,0,0,0
"1533","Delaware",2020-02-19,0,0,0,0
"1534","Delaware",2020-02-20,0,0,0,0
"1535","Delaware",2020-02-21,0,0,0,0
"1536","Delaware",2020-02-22,0,0,0,0
"1537","Delaware",2020-02-23,0,0,0,0
"1538","Delaware",2020-02-24,0,0,0,0
"1539","Delaware",2020-02-25,0,0,0,0
"1540","Delaware",2020-02-26,0,0,0,0
"1541","Delaware",2020-02-27,0,0,0,0
"1542","Delaware",2020-02-28,0,0,0,0
"1543","Delaware",2020-02-29,0,0,0,0
"1544","Delaware",2020-03-01,0,0,0,0
"1545","Delaware",2020-03-02,0,0,0,0
"1546","Delaware",2020-03-03,0,0,0,0
"1547","Delaware",2020-03-04,0,0,0,0
"1548","Delaware",2020-03-05,0,0,0,0
"1549","Delaware",2020-03-06,0,0,0,0
"1550","Delaware",2020-03-07,0,0,0,0
"1551","Delaware",2020-03-08,0,0,0,0
"1552","Delaware",2020-03-09,0,0,0,0
"1553","Delaware",2020-03-10,0,0,0,0
"1554","Delaware",2020-03-11,0,0,0,0
"1555","Delaware",2020-03-12,0,0,0,0
"1556","Delaware",2020-03-13,0,0,0,0
"1557","Delaware",2020-03-14,0,0,0,0
"1558","Delaware",2020-03-15,0,0,0,0
"1559","Delaware",2020-03-16,0,0,0,0
"1560","Delaware",2020-03-17,0,0,0,0
"1561","Delaware",2020-03-18,1,0,1,0
"1562","Delaware",2020-03-19,4,0,3,0
"1563","Delaware",2020-03-20,5,0,1,0
"1564","Delaware",2020-03-21,5,0,0,0
"1565","Delaware",2020-03-22,5,0,0,0
"1566","Delaware",2020-03-23,6,0,1,0
"1567","Delaware",2020-03-24,10,0,4,0
"1568","Delaware",2020-03-25,14,0,4,0
"1569","Delaware",2020-03-26,17,0,3,0
"1570","Delaware",2020-03-27,21,0,4,0
"1571","Delaware",2020-03-28,25,2,4,2
"1572","Delaware",2020-03-29,25,3,0,1
"1573","Delaware",2020-03-30,27,3,2,0
"1574","Delaware",2020-03-31,34,3,7,0
"1575","Delaware",2020-04-01,41,3,7,0
"1576","Delaware",2020-04-02,43,2,2,0
"1577","Delaware",2020-04-03,54,2,11,0
"1578","Delaware",2020-04-04,68,2,14,0
"1579","Delaware",2020-04-05,86,2,18,0
"1580","Delaware",2020-04-06,128,3,42,1
"1581","Delaware",2020-04-07,147,4,19,1
"1582","Delaware",2020-04-08,201,4,54,0
"1583","Delaware",2020-04-09,214,4,13,0
"1584","Delaware",2020-04-10,230,4,16,0
"1585","Delaware",2020-04-11,255,4,25,0
"1586","Delaware",2020-04-12,281,4,26,0
"1587","Delaware",2020-04-13,288,6,7,2
"1588","Delaware",2020-04-14,329,7,41,1
"1589","Delaware",2020-04-15,345,7,16,0
"1590","Delaware",2020-04-16,352,9,7,2
"1591","Delaware",2020-04-17,384,9,32,0
"1592","Delaware",2020-04-18,417,10,33,1
"1593","Delaware",2020-04-19,417,10,0,0
"1594","Delaware",2020-04-20,430,13,13,3
"1595","Delaware",2020-04-21,459,14,29,1
"1596","Delaware",2020-04-22,503,15,44,1
"1597","Delaware",2020-04-23,539,15,36,0
"1598","Delaware",2020-04-24,558,15,19,0
"1599","Delaware",2020-04-25,579,18,21,3
"1600","Delaware",2020-04-26,625,22,46,4
"1601","Delaware",2020-04-27,652,23,27,1
"1602","Delaware",2020-04-28,728,23,76,0
"1603","Delaware",2020-04-29,743,25,15,2
"1604","Delaware",2020-04-30,759,26,16,1
"1605","Delaware",2020-05-01,773,27,14,1
"1606","Delaware",2020-05-02,793,29,20,2
"1607","Delaware",2020-05-03,821,30,28,1
"1608","Delaware",2020-05-04,833,30,12,0
"1609","Delaware",2020-05-05,847,32,14,2
"1610","Delaware",2020-05-06,891,33,44,1
"1611","Delaware",2020-05-07,945,34,54,1
"1612","Delaware",2020-05-08,963,36,18,2
"1613","Delaware",2020-05-09,985,38,22,2
"1614","Delaware",2020-05-10,985,38,0,0
"1615","Delaware",2020-05-11,1044,39,59,1
"1616","Delaware",2020-05-12,1060,43,16,4
"1617","Delaware",2020-05-13,1084,45,24,2
"1618","Delaware",2020-05-14,1115,46,31,1
"1619","Delaware",2020-05-15,1146,48,31,2
"1620","Delaware",2020-05-16,1176,52,30,4
"1621","Delaware",2020-05-17,1197,52,21,0
"1622","Delaware",2020-05-18,1219,52,22,0
"1623","Delaware",2020-05-19,1238,53,19,1
"1624","Delaware",2020-05-20,1253,55,15,2
"1625","Delaware",2020-05-21,1281,55,28,0
"1626","Delaware",2020-05-22,1296,56,15,1
"1627","Delaware",2020-05-23,1296,56,0,0
"1628","Delaware",2020-05-24,1340,56,44,0
"1629","Delaware",2020-05-25,1356,56,16,0
"1630","Delaware",2020-05-26,1368,57,12,1
"1631","Delaware",2020-05-27,1374,61,6,4
"1632","Delaware",2020-05-28,1392,61,18,0
"1633","Delaware",2020-05-29,1401,62,9,1
"1634","Delaware",2020-05-30,1432,63,31,1
"1635","Delaware",2020-05-31,1436,63,4,0
"1636","Delaware",2020-06-01,1440,63,4,0
"1637","Delaware",2020-06-02,1450,66,10,3
"1638","Delaware",2020-06-03,1451,66,1,0
"1639","Delaware",2020-06-04,1454,69,3,3
"1640","Delaware",2020-06-05,1465,71,11,2
"1641","Delaware",2020-06-06,1496,72,31,1
"1642","Delaware",2020-06-07,1511,76,15,4
"1643","Delaware",2020-06-08,1513,76,2,0
"1644","Delaware",2020-06-09,1522,76,9,0
"1645","Delaware",2020-06-10,1530,78,8,2
"1646","Delaware",2020-06-11,1543,79,13,1
"1647","Delaware",2020-06-12,1544,79,1,0
"1648","Delaware",2020-06-13,1554,82,10,3
"1649","Delaware",2020-06-14,1557,83,3,1
"1650","Delaware",2020-06-15,1565,83,8,0
"1651","Delaware",2020-06-16,1573,84,8,1
"1652","Delaware",2020-06-17,1579,84,6,0
"1653","Delaware",2020-06-18,1584,84,5,0
"1654","Delaware",2020-06-19,1602,84,18,0
"1655","Delaware",2020-06-20,1606,84,4,0
"1656","Delaware",2020-06-21,1613,84,7,0
"1657","Delaware",2020-06-22,1620,84,7,0
"1658","Delaware",2020-06-23,1624,89,4,5
"1659","Delaware",2020-06-24,1628,89,4,0
"1660","Delaware",2020-06-25,1630,89,2,0
"1661","Delaware",2020-06-26,1635,89,5,0
"1662","Delaware",2020-06-27,1652,89,17,0
"1663","Delaware",2020-06-28,1663,89,11,0
"1664","Delaware",2020-06-29,1672,89,9,0
"1665","Delaware",2020-06-30,1690,89,18,0
"1666","Delaware",2020-07-01,1699,90,9,1
"1667","Delaware",2020-07-02,1716,90,17,0
"1668","Delaware",2020-07-03,1730,92,14,2
"1669","Delaware",2020-07-04,1735,92,5,0
"1670","Delaware",2020-07-05,1746,92,11,0
"1671","Delaware",2020-07-06,1761,92,15,0
"1672","Delaware",2020-07-07,1784,92,23,0
"1673","Delaware",2020-07-08,1790,92,6,0
"1674","Delaware",2020-07-09,1795,83,5,0
"1675","Delaware",2020-07-10,1815,83,20,0
"1676","Delaware",2020-07-11,1829,83,14,0
"1677","Delaware",2020-07-12,1848,83,19,0
"1678","Delaware",2020-07-13,1857,83,9,0
"1679","Delaware",2020-07-14,1865,83,8,0
"1680","Delaware",2020-07-15,1876,85,11,2
"1681","Delaware",2020-07-16,1887,85,11,0
"1682","Delaware",2020-07-17,1978,85,91,0
"1683","Delaware",2020-07-18,1995,86,17,1
"1684","Delaware",2020-07-19,2000,86,5,0
"1685","Delaware",2020-07-20,2013,86,13,0
"1686","Delaware",2020-07-21,2017,87,4,1
"1687","Delaware",2020-07-22,2025,87,8,0
"1688","Delaware",2020-07-23,2058,87,33,0
"1689","Delaware",2020-07-24,2102,95,44,8
"1690","Delaware",2020-07-25,2091,95,0,0
"1691","Delaware",2020-07-26,2117,95,26,0
"1692","Delaware",2020-07-27,2125,95,8,0
"1693","Diamond Princess",2020-01-22,0,0,0,0
"1694","Diamond Princess",2020-01-23,0,0,0,0
"1695","Diamond Princess",2020-01-24,0,0,0,0
"1696","Diamond Princess",2020-01-25,0,0,0,0
"1697","Diamond Princess",2020-01-26,0,0,0,0
"1698","Diamond Princess",2020-01-27,0,0,0,0
"1699","Diamond Princess",2020-01-28,0,0,0,0
"1700","Diamond Princess",2020-01-29,0,0,0,0
"1701","Diamond Princess",2020-01-30,0,0,0,0
"1702","Diamond Princess",2020-01-31,0,0,0,0
"1703","Diamond Princess",2020-02-01,0,0,0,0
"1704","Diamond Princess",2020-02-02,0,0,0,0
"1705","Diamond Princess",2020-02-03,0,0,0,0
"1706","Diamond Princess",2020-02-04,0,0,0,0
"1707","Diamond Princess",2020-02-05,0,0,0,0
"1708","Diamond Princess",2020-02-06,0,0,0,0
"1709","Diamond Princess",2020-02-07,0,0,0,0
"1710","Diamond Princess",2020-02-08,0,0,0,0
"1711","Diamond Princess",2020-02-09,0,0,0,0
"1712","Diamond Princess",2020-02-10,0,0,0,0
"1713","Diamond Princess",2020-02-11,0,0,0,0
"1714","Diamond Princess",2020-02-12,0,0,0,0
"1715","Diamond Princess",2020-02-13,0,0,0,0
"1716","Diamond Princess",2020-02-14,0,0,0,0
"1717","Diamond Princess",2020-02-15,0,0,0,0
"1718","Diamond Princess",2020-02-16,0,0,0,0
"1719","Diamond Princess",2020-02-17,0,0,0,0
"1720","Diamond Princess",2020-02-18,0,0,0,0
"1721","Diamond Princess",2020-02-19,0,0,0,0
"1722","Diamond Princess",2020-02-20,0,0,0,0
"1723","Diamond Princess",2020-02-21,0,0,0,0
"1724","Diamond Princess",2020-02-22,0,0,0,0
"1725","Diamond Princess",2020-02-23,0,0,0,0
"1726","Diamond Princess",2020-02-24,0,0,0,0
"1727","Diamond Princess",2020-02-25,0,0,0,0
"1728","Diamond Princess",2020-02-26,0,0,0,0
"1729","Diamond Princess",2020-02-27,0,0,0,0
"1730","Diamond Princess",2020-02-28,0,0,0,0
"1731","Diamond Princess",2020-02-29,0,0,0,0
"1732","Diamond Princess",2020-03-01,0,0,0,0
"1733","Diamond Princess",2020-03-02,0,0,0,0
"1734","Diamond Princess",2020-03-03,0,0,0,0
"1735","Diamond Princess",2020-03-04,0,0,0,0
"1736","Diamond Princess",2020-03-05,0,0,0,0
"1737","Diamond Princess",2020-03-06,0,0,0,0
"1738","Diamond Princess",2020-03-07,0,0,0,0
"1739","Diamond Princess",2020-03-08,0,0,0,0
"1740","Diamond Princess",2020-03-09,0,0,0,0
"1741","Diamond Princess",2020-03-10,0,0,0,0
"1742","Diamond Princess",2020-03-11,0,0,0,0
"1743","Diamond Princess",2020-03-12,0,0,0,0
"1744","Diamond Princess",2020-03-13,0,0,0,0
"1745","Diamond Princess",2020-03-14,0,0,0,0
"1746","Diamond Princess",2020-03-15,0,0,0,0
"1747","Diamond Princess",2020-03-16,0,0,0,0
"1748","Diamond Princess",2020-03-17,47,0,47,0
"1749","Diamond Princess",2020-03-18,47,0,0,0
"1750","Diamond Princess",2020-03-19,47,0,0,0
"1751","Diamond Princess",2020-03-20,49,0,2,0
"1752","Diamond Princess",2020-03-21,49,0,0,0
"1753","Diamond Princess",2020-03-22,49,0,0,0
"1754","Diamond Princess",2020-03-23,49,0,0,0
"1755","Diamond Princess",2020-03-24,49,0,0,0
"1756","Diamond Princess",2020-03-25,49,0,0,0
"1757","Diamond Princess",2020-03-26,49,0,0,0
"1758","Diamond Princess",2020-03-27,49,0,0,0
"1759","Diamond Princess",2020-03-28,49,0,0,0
"1760","Diamond Princess",2020-03-29,49,0,0,0
"1761","Diamond Princess",2020-03-30,49,0,0,0
"1762","Diamond Princess",2020-03-31,49,0,0,0
"1763","Diamond Princess",2020-04-01,49,0,0,0
"1764","Diamond Princess",2020-04-02,49,0,0,0
"1765","Diamond Princess",2020-04-03,49,0,0,0
"1766","Diamond Princess",2020-04-04,49,0,0,0
"1767","Diamond Princess",2020-04-05,49,0,0,0
"1768","Diamond Princess",2020-04-06,49,0,0,0
"1769","Diamond Princess",2020-04-07,49,0,0,0
"1770","Diamond Princess",2020-04-08,49,0,0,0
"1771","Diamond Princess",2020-04-09,49,0,0,0
"1772","Diamond Princess",2020-04-10,49,0,0,0
"1773","Diamond Princess",2020-04-11,49,0,0,0
"1774","Diamond Princess",2020-04-12,49,0,0,0
"1775","Diamond Princess",2020-04-13,49,0,0,0
"1776","Diamond Princess",2020-04-14,49,0,0,0
"1777","Diamond Princess",2020-04-15,49,0,0,0
"1778","Diamond Princess",2020-04-16,49,0,0,0
"1779","Diamond Princess",2020-04-17,49,0,0,0
"1780","Diamond Princess",2020-04-18,49,0,0,0
"1781","Diamond Princess",2020-04-19,49,0,0,0
"1782","Diamond Princess",2020-04-20,49,0,0,0
"1783","Diamond Princess",2020-04-21,49,0,0,0
"1784","Diamond Princess",2020-04-22,49,0,0,0
"1785","Diamond Princess",2020-04-23,49,0,0,0
"1786","Diamond Princess",2020-04-24,49,0,0,0
"1787","Diamond Princess",2020-04-25,49,0,0,0
"1788","Diamond Princess",2020-04-26,49,0,0,0
"1789","Diamond Princess",2020-04-27,49,0,0,0
"1790","Diamond Princess",2020-04-28,49,0,0,0
"1791","Diamond Princess",2020-04-29,49,0,0,0
"1792","Diamond Princess",2020-04-30,49,0,0,0
"1793","Diamond Princess",2020-05-01,49,0,0,0
"1794","Diamond Princess",2020-05-02,49,0,0,0
"1795","Diamond Princess",2020-05-03,49,0,0,0
"1796","Diamond Princess",2020-05-04,49,0,0,0
"1797","Diamond Princess",2020-05-05,49,0,0,0
"1798","Diamond Princess",2020-05-06,49,0,0,0
"1799","Diamond Princess",2020-05-07,49,0,0,0
"1800","Diamond Princess",2020-05-08,49,0,0,0
"1801","Diamond Princess",2020-05-09,49,0,0,0
"1802","Diamond Princess",2020-05-10,49,0,0,0
"1803","Diamond Princess",2020-05-11,49,0,0,0
